18,76328074742246026342
24,78212071756624871010
17,78359518058637774270
31,76502846173228541688
46,76202821788509602356
8,77340834102513630606
1,56773311396097750950
4,74533548167836879086
26,53807176959859112345
37,76790034088322600682
20,65413732741904437628
36,75269392702213990351
43,70935283959236000712
45,76652958908263582613
15,51459395691719318874
41,77189093537578978308
25,58303544400393085690
30,35744260192418127940
23,71488520384836255878
44,69114407478433980226
22,53443778914724772076
16,54706123427023340119
3,68190808776392607408
27,78248941127158504716
40,69721812927404052341
14,51459395691719318874
19,59725582068695356098
34,50551145499003288958
5,75826718248504933434
39,69721812927404052341
21,48349280722277193032
2,68190808776392607408
7,56881506732090815327
6,50551145499003288958
32,74882442043381686818
29,37441221021690843410
35,70223408703860196638
38,75239366468421639240
33,74882442043381686818
0,37441221021690843410
13,50159577645614426174
12,60191493174737311410
28,40127662116491540942
11,52614306867824442842
42,68432549061577686222
10,74602012208379762000
9,20063831058245770472
