8,831269344367712596422
9,840249538846629381677
10,824625389114630801899
24,984746228526392013647
26,983451715312345506188
25,1000593037769703656309
27,504846428252729602127
11,506744999744357769966
39,332317704919208272722
28,341764869513674183913
7,570277423415509499310
14,656029859022090800828
38,883170354379763371303
6,433302923507250704294
23,445950806567172712628
22,441421279181301339815
12,717224961926942239742
35,573914892066474270181
34,791754831692454496464
13,524921685970323928765
5,754273042463693261053
15,528207233786049491719
16,431790277376890935715
3,912642953429728613926
4,892089823594159396078
40,476025642796598759241
41,414994815090920033385
37,707914680776396785150
2,1059857060405180079650
36,433281653526879128589
21,690145116459788294422
20,615405370223991949075
1,675392571351273013432
33,338411913446922794575
32,341708823980189482824
0,496186983356296339987
29,567919427343358806156
31,525910406032380018608
19,772540584311265611958
30,510595724845592814831
17,886230821732623395151
18,518465769344358461112
