28,82216239738641333480632
27,83944362861226295237532
36,79489210136424672304456
19,74421498711613160748161
14,74422739007144009006034
31,79722238844818670873107
26,82451841780084981915088
10,83525008854926379467372
35,83537837867377297394734
30,82420338620674752540569
9,78973375599207267683487
24,79926581942564258675671
25,81355845010911448153460
29,81833442898095004161168
5,80804669414637360032054
8,81323961897833917453200
1,79926581942564258675671
0,78475679435791253362785
2,73993134407261196098047
3,75012218911505462033781
13,63107683381348430941193
12,84224464770156399699082
23,78986081358424734373630
6,62932802663704468350317
7,82876482254129589157918
34,79410118256302665633566
11,83959545601079885736174
22,74728963303198704723142
38,83411679389896250178982
4,76684143615695175098860
15,73909719848084501005892
32,79697999943393384482736
16,74080406495192059700816
17,74214218108349041230849
33,82242813575398275163764
18,74041129599511541259554
20,73643101995729657885468
37,73914331007402797672015
21,74334403550062286601793
