4,207561565747538872119203
15,210436901383199038798703
40,212218821504995681165475
5,212218820831638216529280
30,200552988199882370518845
28,212218784470318127168556
41,212061036943244095466454
18,208251519386191735196788
43,208379340891452952605929
24,200609659964207983827237
38,151472169245174353904612
37,204480519830164617244569
36,202907074605736409312544
29,151472169245174353904612
31,209912577847672718693700
9,210801694049452868740084
12,200552988199882370518845
19,200609659964207983827237
1,201645825321045263939867
25,212005085060764940413343
44,151432203614832100295247
33,200618008300457757731092
22,159187980770160392259420
21,163753908301725184461411
16,151432203614832100295247
3,200552988199882370518845
23,203254234309479625335135
6,176179743025048098468964
2,88089871512524049234483
20,211415691630057718162752
13,158561768722543288622067
17,187452389978201364585231
10,157373475970140065799471
32,185425154315330517011043
0,208751089876411539770836
14,160827506656629437477592
8,207110743126676477633374
39,185651031644218896241096
35,183041249170639540229564
7,91520624585319770114783
11,187743617402217500893583
27,90300096273652078627595
34,180600192547304157255188
26,185134782322515222280327
42,148366210102902472796753
