9,15003915673697946622197
14,10868518177759470732759
6,15189578545596572773695
29,10851249800806179232116
26,10849227544344066828417
34,10852952560597194603096
5,15189080435815535650623
32,10849595892689198034639
4,15157624751759058878271
38,10916364472031358610179
40,10851653851067693526726
33,10851941817916863422340
31,10708327971375117490335
11,10870172034252093646947
15,10882241990459799324828
25,10912912383330674424714
13,10869911280354980983797
35,10914471128891944155360
16,10717628565462735771758
8,15144884583155467266495
12,10933256694292932581502
24,10849595892689198034639
39,10849227544344066828417
43,10851249800806179232116
2,15189578545596572773695
27,10705210016111111989209
0,15190105366315835543103
44,10855867536004975677411
1,15190327806672504592959
30,10914738842498248820154
36,10912912383330674424714
28,10849734253261228158480
10,10868518177759470732759
3,15189174930199396235583
41,10852684811265343378170
37,10915338081962827396815
42,10849734253261228158480
17,11554011383202296271855
20,11543931229066607711169
18,11543931229066607711169
7,16113603880748547127461
23,11568022667892859654500
22,11398461264834196131812
21,11554011383202296271855
19,11625200997466779558294
