1,0
2,1
3,2
4,3
5,4
6,5
7,6
8,7
9,8
10,9
11,10
12,11
13,12
14,13
15,14
16,15
17,16
18,17
19,18
20,19
21,20
22,21
23,22
24,23
25,24
26,25
27,26
32,27
33,28
34,29
35,30
37,31
38,32
39,33
40,34
41,35
42,36
43,37
44,38
45,39
46,40
47,41
48,42
49,43
50,44
51,45
52,46
53,47
57,48
58,49
59,50
60,51
61,52
62,53
65,54
66,55
67,56
68,57
69,58
70,59
71,60
72,61
73,62
74,63
75,64
77,65
78,66
79,67
80,68
84,69
85,70
86,71
87,72
88,73
89,74
99,75
100,76
101,77
102,78
103,79
104,80
105,81
106,82
107,83
108,84
109,85
110,86
111,87
112,88
114,89
115,90
116,91
117,92
118,93
119,94
121,95
122,96
123,97
124,98
125,99
126,100
127,101
128,102
129,103
131,104
134,105
135,106
136,107
137,108
138,109
140,110
141,111
143,112
144,113
145,114
146,115
147,116
148,117
149,118
150,119
153,120
158,121
159,122
161,123
162,124
163,125
164,126
165,127
166,128
167,129
168,130
169,131
172,132
174,133
175,134
176,135
177,136
179,137
180,138
181,139
183,140
184,141
187,142
188,143
189,144
190,145
191,146
192,147
193,148
194,149
195,150
196,151
197,152
198,153
199,154
200,155
201,156
202,157
203,158
204,159
212,160
