1025,0
1104,1
1030,2
1033,3
1034,4
1039,5
1041,6
1042,7
1050,8
1051,9
1052,10
1054,11
1057,12
1058,13
1059,14
931,15
1060,16
1061,17
1062,18
1064,19
1063,20
1066,21
1065,22
1067,23
1070,24
1071,25
1072,26
1073,27
1074,28
1075,29
948,30
1077,31
1078,32
1079,33
1080,34
1076,35
1082,36
1083,37
1084,38
1085,39
1086,40
959,41
1093,42
966,43
1094,44
1095,45
1096,46
1097,47
1098,48
1100,49
1101,50
973,51
1099,52
1102,53
977,54
1106,55
1107,56
1105,57
981,58
982,59
1109,60
984,61
1112,62
983,63
1110,64
1118,65
1119,66
1000,67
1103,68
1006,69
1007,70
1009,71
1019,72
1023,73
